Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Brand & Model,LitersinEngine,State
Ford,2018.0,Everest,SUV,2018 Ford Everest Trend (4WD),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.5,144727.0,White,"Geelong, VIC",5.0,SUV,4.0,7.0,47990.0,Ford Everest,3.2,VIC
Mercedes-Benz,2013.0,C63,Sedan,2013 Mercedes-Benz C63 AMG Edition 507,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,12.1,174257.0,White,"Port Melbourne, VIC",8.0,Sedan,4.0,5.0,77990.0,Mercedes-Benz C63,6.2,VIC
Hyundai,2021.0,Tucson,SUV,2021 Hyundai Tucson (FWD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.1,23000.0,White,"Brown Hill, VIC",4.0,SUV,4.0,5.0,36990.0,Hyundai Tucson,2.0,VIC
Hyundai,2020.0,Tucson,SUV,2020 Hyundai Tucson Active X (2WD) Black INT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9,58773.0,Silver,"Elsternwick, VIC",4.0,SUV,4.0,5.0,31950.0,Hyundai Tucson,2.0,VIC
Hyundai,2017.0,Tucson,SUV,2017 Hyundai Tucson Active X (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9,143240.0,Grey,"Hoppers Crossing, VIC",4.0,SUV,4.0,5.0,23500.0,Hyundai Tucson,2.0,VIC
Kia,2018.0,Cerato,Sedan,2018 Kia Cerato Sport+,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2,97041.0,White,"Brown Hill, VIC",4.0,Sedan,4.0,5.0,21990.0,Kia Cerato,2.0,VIC
Toyota,2016.0,Hilux,Ute / Tray,2016 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5,159000.0,White,"Altona North, VIC",4.0,Ute / Tray,4.0,5.0,39999.0,Toyota Hilux,2.8,VIC
Mazda,2021.0,CX-5,SUV,2021 Mazda CX-5 Maxx (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9,11229.0,Blue,"Hendra, QLD",4.0,SUV,4.0,5.0,36990.0,Mazda CX-5,2.0,QLD
GWM,2022.0,Haval,Hillcrest GWM HAVAL,2022 GWM Haval H6 Ultra AWD,DEMO,Automatic,"4 cyl, 2 L",AWD,Premium,9.8,2426.0,Grey,"Hillcrest, QLD",4.0,SUV,4.0,5.0,39211.0,GWM Haval,2.0,QLD
Suzuki,2012.0,Swift,Hatchback,2012 Suzuki Swift Sport,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.5,276153.0,Red,"Clontarf, QLD",4.0,Hatchback,5.0,5.0,7750.0,Suzuki Swift,1.6,QLD
BMW,2012.0,X6,SUV,2012 BMW X6 Xdrive 30D Edition Exclusive,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4,153889.0,White,"Port Melbourne, VIC",6.0,SUV,4.0,4.0,29980.0,BMW X6,3.0,VIC
GWM,2022.0,Haval,Kedron Haval & Great Wall Online,2022 GWM Haval H6 Premium,NEW,Automatic,"4 cyl, 2 L",Front,Premium,9.8,12.0,White,"Kedron, QLD",4.0,SUV,4.0,5.0,32990.0,GWM Haval,2.0,QLD
MG,2020.0,MG3,Hatchback,2020 MG MG3 Auto Core (with Navigation),USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7,42007.0,Red,"Toowoomba, QLD",4.0,Hatchback,5.0,5.0,15249.0,MG MG3,1.5,QLD
Jeep,2016.0,Grand,SUV,2016 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.4,89273.0,Grey,"Moorooka, QLD",6.0,SUV,4.0,5.0,31990.0,Jeep Grand,3.6,QLD
Toyota,2021.0,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2,28534.0,White,"Essendon Fields, VIC",4.0,Hatchback,5.0,5.0,35768.0,Toyota Corolla,1.8,VIC
Toyota,2012.0,Hilux,Ute / Tray,2012 Toyota Hilux SR (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.3,151921.0,White,"Northgate, QLD",4.0,Ute / Tray,4.0,5.0,33999.0,Toyota Hilux,3.0,QLD
Subaru,2012.0,Forester,SUV,2012 Subaru Forester X Limited Edition,USED,Manual,"4 cyl, 2.5 L",AWD,Unleaded,9.3,162000.0,Red,"Clontarf, QLD",4.0,SUV,4.0,5.0,10997.0,Subaru Forester,2.5,QLD
Mitsubishi,2018.0,Outlander,SUV,2018 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2,97448.0,White,"Essendon Fields, VIC",4.0,SUV,4.0,7.0,27865.0,Mitsubishi Outlander,2.4,VIC
Jeep,2014.0,Cherokee,SUV,2014 Jeep Cherokee Limited (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,5.8,50000.0,Other,"Bentleigh, VIC",4.0,SUV,4.0,5.0,25990.0,Jeep Cherokee,2.0,VIC
Toyota,2021.0,Hilux,Ute / Tray,2021 Toyota Hilux Workmate (4X2),USED,Manual,"4 cyl, 2.7 L",Front,Unleaded,11.1,37654.0,White,"Wilston, QLD",4.0,Ute / Tray,2.0,2.0,28990.0,Toyota Hilux,2.7,QLD
GWM,2022.0,Haval,SUV,2022 GWM Haval Jolion Premium,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1,3000.0,White,"Sebastopol, VIC",4.0,SUV,4.0,5.0,30490.0,GWM Haval,1.5,VIC
GWM,2022.0,Haval,Springwood GWM HAVAL,2022 GWM Haval H6GT Ultra (4WD),NEW,Automatic,"4 cyl, 2 L",4WD,Unleaded,8.4,20.0,Grey,"Springwood, QLD",4.0,SUV,4.0,5.0,45985.0,GWM Haval,2.0,QLD
Honda,2019.0,Civic,Hatchback,2019 Honda Civic VTI-L,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.5,38934.0,Silver,"Hendra, QLD",4.0,Hatchback,5.0,5.0,26990.0,Honda Civic,1.5,QLD
Mazda,2020.0,3,Sedan,2020 Mazda 3 G25 Astina,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.5,56227.0,Blue,"Hendra, QLD",4.0,Sedan,4.0,5.0,34382.0,Mazda 3,2.5,QLD
Volkswagen,2022.0,T-ROC,Rex Gorell New Cars,2022 Volkswagen T-ROC 140TSI R-Line (restricted Ftr),NEW,Automatic,"4 cyl, 2 L",AWD,Premium,7.3,50.0,Blue,"Geelong, VIC",4.0,SUV,4.0,5.0,56857.0,Volkswagen T-ROC,2.0,VIC
Holden,2018.0,Equinox,SUV,2018 Holden Equinox LT (fwd),USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,5.7,134989.0,White,"Hendra, QLD",4.0,SUV,4.0,5.0,20000.0,Holden Equinox,1.6,QLD
Suzuki,2023.0,Swift,Hillcrest Suzuki New Cars,2023 Suzuki Swift GL Navi Plus,NEW,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8,18.0,Red,"Hillcrest, QLD",4.0,Hatchback,5.0,5.0,28288.0,Suzuki Swift,1.2,QLD
Toyota,2017.0,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5,130848.0,White,"Ballarat, VIC",4.0,Ute / Tray,4.0,5.0,39990.0,Toyota Hilux,2.8,VIC
BMW,2017.0,X1,SUV,2017 BMW X1 Sdrive 20I,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.1,92075.0,White,"Hoppers Crossing, VIC",4.0,SUV,4.0,5.0,37888.0,BMW X1,2.0,VIC
Toyota,2017.0,Kluger,SUV,2017 Toyota Kluger GX (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,9.5,58745.0,Silver,"Swan Hill, VIC",6.0,SUV,4.0,7.0,42880.0,Toyota Kluger,3.5,VIC
Nissan,2021.0,X-Trail,SUV,2021 Nissan X-Trail ST-L (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9,12577.0,White,"Hoppers Crossing, VIC",4.0,SUV,4.0,5.0,38990.0,Nissan X-Trail,2.5,VIC
BMW,2022.0,M3,Geelong BMW New,2022 BMW M3 Competition M Xdrive,DEMO,Automatic,"6 cyl, 3 L",AWD,Premium,0.0,1550.0,Grey,"Geelong West, VIC",6.0,Sedan,4.0,5.0,199900.0,BMW M3,3.0,VIC
Hyundai,2022.0,Palisade,SUV,2022 Hyundai Palisade Highlander (7 Seat),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3,9269.0,Grey,"Toowoomba, QLD",4.0,SUV,4.0,7.0,68990.0,Hyundai Palisade,2.2,QLD
MG,2021.0,HS,SUV,2021 MG HS Essence Anfield Edition,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3,16335.0,Black,"Redcliffe, QLD",4.0,SUV,4.0,5.0,33990.0,MG HS,1.5,QLD
MG,2021.0,MG3,Hatchback,2021 MG MG3 Auto Excite (with Navigation),USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7,20992.0,Blue,"Toowoomba City, QLD",4.0,Hatchback,5.0,5.0,19990.0,MG MG3,1.5,QLD
BMW,2023.0,X3,Brighton BMW,2023 BMW X3 Xdrive30I M Sport,DEMO,Automatic,"4 cyl, 2 L",AWD,Premium,7.9,1589.0,Blue,"Bentleigh, VIC",4.0,SUV,4.0,5.0,103900.0,BMW X3,2.0,VIC
Nissan,2018.0,X-Trail,SUV,2018 Nissan X-Trail TI (4WD),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3,55975.0,White,"Nundah, QLD",4.0,SUV,4.0,5.0,32990.0,Nissan X-Trail,2.5,QLD
Holden,2013.0,Commodore,Sedan,2013 Holden Commodore SV6 Z-Series,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5,150717.0,Silver,"Geelong, VIC",6.0,Sedan,4.0,5.0,19990.0,Holden Commodore,3.6,VIC
Holden,2013.0,Commodore,Sedan,2013 Holden Commodore SV6 Z-Series,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5,145185.0,Silver,"Geelong, VIC",6.0,Sedan,4.0,5.0,18990.0,Holden Commodore,3.6,VIC
Holden,2010.0,Caprice,Sedan,2010 Holden Caprice,USED,Automatic,"8 cyl, 6 L",Rear,Premium,14.5,89523.0,White,"Toowoomba City, QLD",8.0,Sedan,4.0,5.0,27900.0,Holden Caprice,6.0,QLD
Ford,2009.0,Focus,Hatchback,2009 Ford Focus XR5 Turbo,USED,Manual,"5 cyl, 2.5 L",Front,Premium,9.3,139175.0,Black,"Belmont, VIC",5.0,Hatchback,5.0,5.0,14999.0,Ford Focus,2.5,VIC
Nissan,2021.0,X-Trail,SUV,2021 Nissan X-Trail ST-L (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9,15896.0,Black,"Ravenhall, VIC",4.0,SUV,4.0,5.0,38990.0,Nissan X-Trail,2.5,VIC
Mitsubishi,2017.0,Pajero,SUV,2017 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9.0,104159.0,Silver,"Rocklea, QLD",4.0,SUV,4.0,7.0,41920.0,Mitsubishi Pajero,3.2,QLD
Ford,2005.0,Focus,Hatchback,2005 Ford Focus Zetec,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.0,176163.0,Black,"Mount Pleasant, VIC",4.0,Hatchback,5.0,5.0,7490.0,Ford Focus,2.0,VIC
Toyota,2019.0,Kluger,SUV,2019 Toyota Kluger GXL (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.1,29270.0,Grey,"Nundah, QLD",6.0,SUV,4.0,7.0,47490.0,Toyota Kluger,3.5,QLD
Audi,2000.0,A4,Sedan,2000 Audi A4 1.8 Turbo Quattro,USED,Manual,"4 cyl, 1.8 L",AWD,Premium,9.5,292000.0,Other,"Brooklyn, VIC",4.0,Sedan,4.0,5.0,2999.0,Audi A4,1.8,VIC
Audi,2017.0,Q2,SUV,2017 Audi Q2 1.4 Tfsi Design,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.3,99080.0,Black,"Wendouree, VIC",4.0,SUV,4.0,5.0,33888.0,Audi Q2,1.4,VIC
MG,2021.0,ZST,SUV,2021 MG ZST Core,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.9,21320.0,Silver,"Kedron, QLD",4.0,SUV,5.0,5.0,25990.0,MG ZST,1.5,QLD
Volkswagen,2019.0,Tiguan,SUV,2019 Volkswagen Tiguan Allspace 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.3,64566.0,Grey,"Kedron, QLD",4.0,SUV,4.0,7.0,48990.0,Volkswagen Tiguan,2.0,QLD
Mazda,2019.0,CX-5,SUV,2019 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9,43908.0,White,"Oakleigh, VIC",4.0,SUV,4.0,5.0,35250.0,Mazda CX-5,2.0,VIC
Audi,2015.0,Q7,SUV,2015 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.9,99503.0,Blue,"Hoppers Crossing, VIC",6.0,SUV,4.0,7.0,49990.0,Audi Q7,3.0,VIC
Mazda,2008.0,3,Hatchback,2008 Mazda 3 Maxx,USED,Manual,"4 cyl, 2 L",Front,Unleaded,8.2,207859.0,White,"Morayfield, QLD",4.0,Hatchback,5.0,5.0,8990.0,Mazda 3,2.0,QLD
Land,2015.0,Rover,SUV,2015 Land Rover Range Rover Autobiography 5.0 V8 SC,USED,Automatic,"8 cyl, 5 L",AWD,Premium,13.8,105403.0,Blue,"Port Melbourne, VIC",8.0,SUV,4.0,5.0,82980.0,Land Rover,5.0,VIC
Toyota,2023.0,Camry,Sedan,2023 Toyota Camry SX Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7,3658.0,Red,"Kedron, QLD",4.0,Sedan,4.0,5.0,57895.0,Toyota Camry,2.5,QLD
Toyota,2020.0,C-HR,SUV,2020 Toyota C-HR Koba (2WD) (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.3,33234.0,White,"Essendon Fields, VIC",4.0,SUV,5.0,5.0,44865.0,Toyota C-HR,1.8,VIC
Mazda,2008.0,CX-9,SUV,2008 Mazda CX-9 Classic,USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,13.0,242433.0,Silver,"Hoppers Crossing, VIC",6.0,SUV,4.0,7.0,9999.0,Mazda CX-9,3.7,VIC
Volkswagen,2018.0,Amarok,Ute / Tray,2018 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.8,145189.0,Silver,"Hendra, QLD",6.0,Ute / Tray,4.0,5.0,38990.0,Volkswagen Amarok,3.0,QLD
Nissan,2019.0,X-Trail,SUV,2019 Nissan X-Trail ST (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9,77138.0,Silver,"Wendouree, VIC",4.0,SUV,4.0,5.0,30888.0,Nissan X-Trail,2.5,VIC
Infiniti,2018.0,Q60,Coupe,2018 Infiniti Q60 3.7 GT Premium,USED,Automatic,"6 cyl, 3.7 L",Rear,Premium,10.5,62663.0,Blue,"Aspley, QLD",6.0,Coupe,2.0,4.0,39990.0,Infiniti Q60,3.7,QLD
Toyota,2023.0,RAV4,SUV,2023 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.8,63.0,White,"Oakleigh, VIC",4.0,SUV,5.0,5.0,69986.0,Toyota RAV4,2.5,VIC
Holden,2008.0,Astra,Hatchback,2008 Holden Astra CD,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,8.2,226495.0,Silver,"South Geelong, VIC",4.0,Hatchback,5.0,5.0,7326.0,Holden Astra,1.8,VIC
GWM,2023.0,Haval,Hillcrest GWM HAVAL,2023 GWM Haval Jolion LUX Hybrid,NEW,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.0,20.0,Black,"Hillcrest, QLD",4.0,SUV,4.0,5.0,37485.0,GWM Haval,1.5,QLD
Kia,2020.0,Picanto,Hatchback,2020 Kia Picanto S,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8,14334.0,Black,"Essendon Fields, VIC",4.0,Hatchback,5.0,5.0,19868.0,Kia Picanto,1.2,VIC
Audi,2011.0,A4,Wagon,2011 Audi A4 2.0 Tfsi Avant Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.7,165654.0,Blue,"Morayfield, QLD",4.0,Wagon,4.0,5.0,13990.0,Audi A4,2.0,QLD
Renault,2021.0,Kangoo,Commercial,2021 Renault Kangoo Maxi 1.5,USED,Automatic,"4 cyl, 1.5 L",Front,Diesel,5.4,29964.0,White,"Kedron, QLD",4.0,Commercial,4.0,2.0,35996.0,Renault Kangoo,1.5,QLD
Ssangyong,2023.0,Rexton,Brighton Ssangyong,2023 Ssangyong Rexton Ultimate (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.7,10.0,Silver,"Elsternwick, VIC",4.0,SUV,4.0,7.0,56580.0,Ssangyong Rexton,2.2,VIC
Lexus,2021.0,ES250,Sedan,2021 Lexus ES250 Luxury +EP1,USED,Automatic,"4 cyl, 2.5 L",Front,Premium,6.6,13682.0,Silver,"Springwood, QLD",4.0,Sedan,4.0,5.0,64990.0,Lexus ES250,2.5,QLD
Toyota,2020.0,Landcruiser,SUV,2020 Toyota Landcruiser Prado Kakadu,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9,40601.0,Silver,"Cranbourne, VIC",4.0,SUV,4.0,7.0,92490.0,Toyota Landcruiser,2.8,VIC
Audi,2018.0,A5,Coupe,2018 Audi A5 2.0 Tfsi Quattro S Tronic Sprt,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.5,82000.0,Black,"Moorabbin, VIC",4.0,Coupe,2.0,4.0,45999.0,Audi A5,2.0,VIC
Nissan,2012.0,Navara,Ute / Tray,2012 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2,202152.0,Other,"Dingley Village, VIC",4.0,Ute / Tray,4.0,5.0,12990.0,Nissan Navara,2.5,VIC
Honda,2006.0,Civic,Sedan,2006 Honda Civic VTI-L,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,6.9,225148.0,Silver,"North Geelong, VIC",4.0,Sedan,4.0,5.0,6999.0,Honda Civic,1.8,VIC
Mitsubishi,2005.0,Magna,Wagon,2005 Mitsubishi Magna ES,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,11.5,261630.0,Blue,"Altona North, VIC",6.0,Wagon,4.0,5.0,5999.0,Mitsubishi Magna,3.5,VIC
Holden,2009.0,Commodore,Wagon,2009 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.3,280683.0,Silver,"Braybrook, VIC",6.0,Wagon,4.0,5.0,10688.0,Holden Commodore,3.6,VIC
Chrysler,2002.0,Grand,Wagon,2002 Chrysler Grand Voyager Limited,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,13.5,154289.0,Silver,"North Geelong, VIC",6.0,Wagon,4.0,7.0,8999.0,Chrysler Grand,3.3,VIC
Mazda,2023.0,CX-9,Brighton Mazda New & Demo,2023 Mazda CX-9 Touring (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4,99924.6347880127,Blue,"Brighton, VIC",4.0,SUV,4.0,7.0,60397.0,Mazda CX-9,2.5,VIC
Renault,2021.0,Kangoo,Commercial,2021 Renault Kangoo Compact 1.2,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,6.5,49923.0,White,"Windsor, QLD",4.0,Commercial,3.0,2.0,35995.0,Renault Kangoo,1.2,QLD
Kia,2018.0,RIO,Hatchback,2018 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2,49000.0,Silver,"Yarraville, VIC",4.0,Hatchback,5.0,5.0,18490.0,Kia RIO,1.4,VIC
Mitsubishi,2012.0,Triton,Ute / Tray,2012 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.9,240255.0,White,"Morayfield, QLD",4.0,Ute / Tray,4.0,5.0,14989.0,Mitsubishi Triton,2.5,QLD
Ford,2015.0,Everest,SUV,2015 Ford Everest Titanium,USED,Automatic,"5 cyl, 3.2 L",AWD,Diesel,8.5,206187.0,Red,"Slacks Creek, QLD",5.0,SUV,4.0,7.0,34990.0,Ford Everest,3.2,QLD
Mazda,2007.0,BT-50,Ute / Tray,2007 Mazda BT-50 B3000 Freestyle DX+ (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.3,146720.0,Red,"Morayfield, QLD",4.0,Ute / Tray,2.0,3.0,22990.0,Mazda BT-50,3.0,QLD
Toyota,2016.0,Fortuner,SUV,2016 Toyota Fortuner GXL,USED,Automatic,"4 cyl, 2.8 L",AWD,Diesel,8.6,116600.0,Blue,"Pinkenba, QLD",4.0,SUV,4.0,7.0,42990.0,Toyota Fortuner,2.8,QLD
Holden,2009.0,Colorado,Ute / Tray,2009 Holden Colorado LX (4X2),USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,12.8,218941.0,White,"Nundah, QLD",6.0,Ute / Tray,4.0,5.0,11990.0,Holden Colorado,3.6,QLD
Kia,2010.0,Cerato,Coupe,2010 Kia Cerato Koup,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.8,217121.0,Black,"Hendra, QLD",4.0,Coupe,2.0,5.0,6990.0,Kia Cerato,2.0,QLD
Mazda,2017.0,CX-9,SUV,2017 Mazda CX-9 Sport (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4,40809.0,White,"Toowoomba City, QLD",4.0,SUV,4.0,7.0,43900.0,Mazda CX-9,2.5,QLD
Ford,2012.0,Ranger,Ute / Tray,2012 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2,216359.0,Silver,"Morayfield, QLD",5.0,Ute / Tray,4.0,5.0,28990.0,Ford Ranger,3.2,QLD
Ford,2016.0,Ranger,Ute / Tray,2016 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.0,116101.0,Grey,"Woodridge, QLD",5.0,Ute / Tray,4.0,5.0,47990.0,Ford Ranger,3.2,QLD
Holden,2018.0,Astra,Hatchback,2018 Holden Astra R+,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.8,80355.0,White,"Hoppers Crossing, VIC",4.0,Hatchback,5.0,5.0,22500.0,Holden Astra,1.4,VIC
Volkswagen,2021.0,T-Cross,SUV,2021 Volkswagen T-Cross 85TSI Life,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.4,33679.0,Red,"Toowoomba City, QLD",3.0,SUV,4.0,5.0,31995.0,Volkswagen T-Cross,1.0,QLD
Nissan,2017.0,Navara,Ute / Tray,2017 Nissan Navara SL (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.0,99200.0,Silver,"Strathpine, QLD",4.0,Ute / Tray,4.0,5.0,36990.0,Nissan Navara,2.3,QLD
Kia,2022.0,Picanto,Hatchback,2022 Kia Picanto S (PE),USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8,8500.0,White,"Essendon Fields, VIC",4.0,Hatchback,5.0,5.0,22510.0,Kia Picanto,1.2,VIC
Toyota,2018.0,Yaris,Hatchback,2018 Toyota Yaris Ascent,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.4,69987.0,White,"Keysborough, VIC",4.0,Hatchback,5.0,5.0,24970.0,Toyota Yaris,1.3,VIC
Mitsubishi,2016.0,Pajero,SUV,2016 Mitsubishi Pajero Sport GLX (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.0,53566.0,Grey,"Geelong, VIC",4.0,SUV,4.0,5.0,39990.0,Mitsubishi Pajero,2.4,VIC
Kia,2019.0,Sorento,SUV,2019 Kia Sorento Sport (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.2,77685.0,Grey,"Chermside, QLD",4.0,SUV,4.0,7.0,37999.0,Kia Sorento,2.2,QLD
Nissan,2018.0,Pathfinder,SUV,2018 Nissan Pathfinder TI (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,Premium,10.1,59695.0,White,"Hoppers Crossing, VIC",6.0,SUV,4.0,7.0,41990.0,Nissan Pathfinder,3.5,VIC
Holden,2010.0,Captiva,SUV,2010 Holden Captiva LX (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.7,155946.0,Grey,"Hoppers Crossing, VIC",4.0,SUV,4.0,7.0,11990.0,Holden Captiva,2.0,VIC
Volvo,2022.0,XC90,SUV,2022 Volvo XC90 Ultimate B6 Dark Mhev,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.2,12043.0,Blue,"Geelong, VIC",4.0,SUV,4.0,7.0,119990.0,Volvo XC90,2.0,VIC
Suzuki,2023.0,Swift,Westpoint Autos Nissan & Suzuki New Cars,2023 Suzuki Swift GL Navi,NEW,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8,20.0,Blue,"Indooroopilly, QLD",4.0,Hatchback,5.0,5.0,27180.0,Suzuki Swift,1.2,QLD
Chery,2023.0,Omoda5,Bedggoods - Used & Demos,2023 Chery Omoda5 Distinct,DEMO,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.9,1652.0,Silver,"Wendouree, VIC",4.0,SUV,4.0,5.0,31690.0,Chery Omoda5,1.5,VIC
Toyota,2015.0,Hilux,Ute / Tray,2015 Toyota Hilux SR5 HI-Rider,USED,Manual,"4 cyl, 2.8 L",Rear,Diesel,7.3,211684.0,Red,"Elsternwick, VIC",4.0,Ute / Tray,4.0,5.0,31777.0,Toyota Hilux,2.8,VIC
Volkswagen,2022.0,Multivan,Rex Gorell New Cars,2022 Volkswagen Multivan Comfortline Premium TDI340 SWB,NEW,Automatic,"4 cyl, 2 L",Front,Diesel,6.6,50.0,Grey,"Geelong, VIC",4.0,Wagon,4.0,7.0,80990.0,Volkswagen Multivan,2.0,VIC
Audi,2022.0,Q7,AUDI MORNINGTON,2022 Audi Q7 55 Tfsi S Line Quattro Mhev,DEMO,Automatic,"6 cyl, 3 L",AWD,Hybrid,9.4,5131.0,Silver,"Mornington, VIC",6.0,SUV,4.0,7.0,129990.0,Audi Q7,3.0,VIC
Renault,2016.0,Koleos,SUV,2016 Renault Koleos ZEN (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Premium,8.1,120683.0,White,"Brooklyn, VIC",4.0,SUV,4.0,5.0,23487.0,Renault Koleos,2.5,VIC
Hyundai,2020.0,I30,Sedan,2020 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.0,50035.0,White,"Hoppers Crossing, VIC",4.0,Sedan,4.0,5.0,31888.0,Hyundai I30,2.0,VIC
Kia,2012.0,RIO,Hatchback,2012 Kia RIO SLI,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,5.5,74153.0,Silver,"Maroochydore, QLD",4.0,Hatchback,5.0,5.0,11990.0,Kia RIO,1.6,QLD
